id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
467881,DC,INDIVIDUAL,7 years,Bulletin News,B,OWN,2021-12-09,2021-04-16,2021-05-12,Fully Paid,2021-06-12,588951,Debt consolidation,B1,36,Not Verified,125000.0,0.0762,433.01,0.1114,13200,40,15480
733391,CA,INDIVIDUAL,< 1 year,Capital Group Companies,B,RENT,2021-04-11,2021-03-15,2021-12-13,Fully Paid,2022-01-13,929752,credit card,B5,36,Source Verified,42000.0,0.0834,393.5,0.1111,12000,16,14113
790210,CO,INDIVIDUAL,10+ years,United States Courts--US Probation,D,MORTGAGE,2021-06-11,2021-05-16,2021-07-14,Fully Paid,2021-08-14,994297,Debt consolidation,D3,36,Verified,119000.0,0.2343,1238.98,0.1649,35000,52,44603
375937,NY,INDIVIDUAL,8 years,The Corcoran Group,C,RENT,2021-02-09,2021-03-16,2021-01-10,Charged Off,2021-02-10,398631,Debt consolidation,C4,36,Verified,95004.0,0.1189,508.84,0.1347,15000,19,6119
1037844,OR,INDIVIDUAL,6 years,Yes Graphics Printing Co.,B,RENT,2021-11-11,2021-05-16,2021-12-14,Fully Paid,2022-01-14,1267738,Debt consolidation,B3,36,Source Verified,25000.0,0.2174,229.06,0.1171,6925,15,8246
889647,IL,INDIVIDUAL,6 years,Twitch LLC,A,RENT,2021-09-11,2021-10-12,2021-11-11,Fully Paid,2021-12-11,1098953,small business,A3,36,Verified,85000.0,0.164,252.0,0.0751,8100,13,8151
470007,GA,INDIVIDUAL,10+ years,Papp Clinic,A,MORTGAGE,2021-12-09,2021-11-12,2021-11-12,Fully Paid,2021-12-12,593182,other,A5,36,Not Verified,26000.0,0.1495,158.86,0.0894,5000,15,5715
1051809,MN,INDIVIDUAL,6 years,B&N Construction,E,RENT,2021-12-11,2021-05-16,2021-12-12,Charged Off,2022-01-12,1283310,Debt consolidation,E1,60,Source Verified,48000.0,0.1915,102.98,0.1864,4000,25,1231
697566,OR,INDIVIDUAL,3 years,Day wireless,E,MORTGAGE,2021-03-11,2021-05-16,2021-09-11,Charged Off,2021-10-11,888906,Debt consolidation,E4,60,Not Verified,80000.0,0.2431,503.81,0.1751,20050,34,3022
803014,PA,INDIVIDUAL,5 years,samuel stamping technologies,B,OWN,2021-07-11,2021-05-16,2021-05-16,Current,2021-06-16,1008736,home improvement,B3,60,Not Verified,30000.0,0.168,359.76,0.1099,16550,10,20482
535233,NV,INDIVIDUAL,10+ years,The Telephone Connection,A,RENT,2021-06-10,2021-11-13,2021-07-13,Charged Off,2021-08-13,691631,vacation,A4,36,Not Verified,48000.0,0.1547,31.12,0.0751,1000,17,940
984361,TX,INDIVIDUAL,< 1 year,Academy Sports,A,RENT,2021-10-11,2021-11-14,2021-06-13,Fully Paid,2021-07-13,1207781,major purchase,A1,36,Not Verified,67200.0,0.0402,243.49,0.0603,8000,21,8604
488492,NY,INDIVIDUAL,2 years,Changing World Technologies Inc.,D,OWN,2021-02-10,2021-03-14,2021-03-11,Fully Paid,2021-04-11,623007,Debt consolidation,D2,36,Verified,60000.0,0.017,207.88,0.1496,6000,8,6784
1050309,CA,INDIVIDUAL,10+ years,Kaiser Permanente,C,RENT,2021-12-11,2021-10-13,2021-09-13,Fully Paid,2021-10-13,1281735,credit card,C3,36,Verified,66000.0,0.0876,413.94,0.1465,12000,32,14336
589410,IL,INDIVIDUAL,5 years,Monsanto,D,MORTGAGE,2021-10-10,2021-12-12,2021-12-10,Fully Paid,2022-01-10,757184,Debt consolidation,D5,60,Verified,37000.0,0.1554,386.92,0.1632,15800,13,16228
200600,CA,INDIVIDUAL,7 years,UCLA Medical Center,B,RENT,2021-01-08,2021-05-16,2021-01-11,Fully Paid,2021-02-11,200597,credit card,B3,36,Not Verified,96000.0,0.0269,241.41,0.0983,7500,11,8691
1029819,WI,INDIVIDUAL,9 years,Hellers Ltd,C,RENT,2021-11-11,2021-05-12,2021-05-12,Fully Paid,2021-06-12,1259396,Debt consolidation,C1,60,Verified,65000.0,0.0879,414.09,0.1349,18000,16,18988
558774,FL,INDIVIDUAL,2 years,Progressive Insurance,B,RENT,2021-08-10,2021-05-16,2021-04-11,Fully Paid,2021-05-11,719267,Debt consolidation,B2,36,Source Verified,31800.0,0.1947,469.74,0.1075,14400,13,15345
991544,NY,INDIVIDUAL,6 years,SHAKER FLATS LANDSCAPING,B,OWN,2021-10-11,2021-04-16,2021-10-14,Fully Paid,2021-11-14,1215774,other,B5,36,Not Verified,78000.0,0.1766,150.96,0.1269,4500,25,5433
621743,IL,INDIVIDUAL,8 years,Potbelly,B,RENT,2021-12-10,2021-11-14,2021-10-13,Fully Paid,2021-11-13,796835,Debt consolidation,B1,36,Source Verified,28000.0,0.078,247.61,0.0888,7800,15,8909
634741,CA,INDIVIDUAL,4 years,Status Pro Media,E,RENT,2021-12-10,2021-04-16,2021-05-11,Fully Paid,2021-06-11,813137,small business,E3,60,Verified,20000.0,0.0792,113.56,0.1669,4600,6,4852
793842,NJ,INDIVIDUAL,7 years,Gramon Family of Schools,F,RENT,2021-06-11,2021-02-16,2021-05-12,Charged Off,2021-06-12,998389,small business,F4,60,Source Verified,31200.0,0.1981,294.37,0.2136,10800,13,3543
469218,AL,INDIVIDUAL,1 year,BBVA Compass,B,MORTGAGE,2021-12-09,2021-12-12,2021-01-13,Fully Paid,2021-02-13,591566,Debt consolidation,B4,36,Not Verified,56000.0,0.0636,466.2,0.1218,14000,8,16784
550309,TX,INDIVIDUAL,6 years,De La Rue North America Inc.,C,MORTGAGE,2021-07-10,2021-08-11,2021-05-11,Charged Off,2021-06-11,709357,medical,C5,36,Not Verified,74000.0,0.2343,34.53,0.1472,1000,41,537
1054489,IL,INDIVIDUAL,6 years,U.S. Army,C,RENT,2021-12-11,2021-03-12,2021-03-12,Fully Paid,2021-04-12,1286323,moving,C1,36,Source Verified,55044.48,0.0874,142.51,0.1349,4200,10,4338
671891,NV,INDIVIDUAL,8 years,Stephens Media LLC,C,RENT,2021-02-11,2021-02-14,2021-03-14,Fully Paid,2021-04-14,858882,Debt consolidation,C2,36,Source Verified,65000.0,0.115,202.34,0.1306,6000,10,7285
819023,KS,INDIVIDUAL,2 years,The Home Depot,A,OWN,2021-07-11,2021-09-14,2021-08-14,Fully Paid,2021-09-14,1027073,other,A1,36,Verified,62500.0,0.1354,48.26,0.0542,1600,23,1737
504308,OH,INDIVIDUAL,4 years,Cambridge Integrated Services,B,MORTGAGE,2021-04-10,2021-04-13,2021-05-13,Fully Paid,2021-06-13,649320,other,B5,36,Not Verified,31600.0,0.0516,246.84,0.1136,7500,6,8887
612039,CO,INDIVIDUAL,2 years,Kids Adventures,D,RENT,2021-11-10,2021-10-12,2021-05-12,Charged Off,2021-06-12,784794,Debt consolidation,D2,36,Not Verified,30000.0,0.1636,412.82,0.1446,12000,8,7662
582173,TX,INDIVIDUAL,8 years,Columbus Data Services,B,MORTGAGE,2021-09-10,2021-09-15,2021-10-15,Fully Paid,2021-11-15,748211,home improvement,B4,60,Not Verified,153000.0,0.1663,211.09,0.1149,9600,33,12665
159468,NJ,INDIVIDUAL,2 years,Wyndham Worldwide,D,MORTGAGE,2021-12-07,2021-02-09,2021-02-09,Fully Paid,2021-03-09,154318,Debt consolidation,D1,36,Not Verified,150000.0,0.2048,397.77,0.1186,12000,34,13399
431096,OH,INDIVIDUAL,2 years,Waste Management Inc.,C,RENT,2021-08-09,2021-07-14,2021-03-11,Fully Paid,2021-04-11,511534,Debt consolidation,C3,36,Verified,50000.0,0.0996,270.17,0.1316,8000,31,9254
774258,OK,INDIVIDUAL,3 years,MCAAP,E,MORTGAGE,2021-06-11,2021-12-12,2021-01-12,Fully Paid,2021-02-12,976419,Debt consolidation,E2,60,Source Verified,42000.0,0.2186,174.13,0.1839,6800,19,7507
850174,FL,INDIVIDUAL,< 1 year,Lenovo,D,MORTGAGE,2021-08-11,2021-08-14,2021-08-14,Fully Paid,2021-09-14,1061970,home improvement,D4,60,Source Verified,84000.0,0.1267,371.91,0.1689,15000,16,20809
373494,NH,INDIVIDUAL,6 years,Daniel Webster College,D,RENT,2021-02-09,2021-02-12,2021-03-12,Fully Paid,2021-04-12,393580,Debt consolidation,D1,36,Not Verified,35004.0,0.0699,246.45,0.1411,7200,12,8872
742808,PA,INDIVIDUAL,6 years,Borton-Lawson Engineering,A,MORTGAGE,2021-05-11,2021-05-16,2021-05-14,Fully Paid,2021-06-14,940960,credit card,A5,36,Source Verified,24000.0,0.258,197.27,0.0849,6250,12,7102
492954,IL,INDIVIDUAL,10+ years,international fire equipment,C,MORTGAGE,2021-03-10,2021-05-16,2021-03-13,Fully Paid,2021-04-13,630527,credit card,C3,36,Not Verified,100000.0,0.0624,610.64,0.1348,18000,55,21984
669203,MA,INDIVIDUAL,3 years,Fortune 500 IT Company,D,RENT,2021-02-11,2021-03-16,2021-02-16,Fully Paid,2021-03-16,855653,Debt consolidation,D4,60,Source Verified,50500.0,0.1552,410.26,0.1565,17000,10,24633
846186,CA,INDIVIDUAL,< 1 year,Financial Engines,A,RENT,2021-08-11,2021-03-13,2021-04-13,Fully Paid,2021-05-13,1057531,credit card,A4,36,Source Verified,50000.0,0.0648,248.82,0.0749,8000,6,8570
709633,MN,INDIVIDUAL,4 years,US Bank,C,RENT,2021-03-11,2021-09-12,2021-09-12,Fully Paid,2021-10-12,902285,Debt consolidation,C1,36,Not Verified,35010.0,0.1741,117.4,0.1268,3500,14,3994
696672,MN,INDIVIDUAL,6 years,"GetWireless, LLC",F,RENT,2021-03-11,2021-05-16,2021-07-12,Charged Off,2021-08-12,887861,Debt consolidation,F5,60,Verified,60000.0,0.2102,421.6,0.1974,16000,12,5608
612594,HI,INDIVIDUAL,10+ years,Wasa Electrical Services,B,RENT,2021-11-10,2021-11-13,2021-12-13,Fully Paid,2022-01-13,785498,Debt consolidation,B5,36,Source Verified,102400.0,0.0094,810.92,0.1036,25000,21,29193
534354,FL,INDIVIDUAL,10+ years,City National Bank,D,OWN,2021-06-10,2021-04-16,2021-01-12,Charged Off,2021-02-12,690608,Debt consolidation,D3,60,Source Verified,120000.0,0.1614,433.72,0.1558,18000,36,15429
1003619,GA,INDIVIDUAL,10+ years,Bibb County Sheriff Office,B,RENT,2021-10-11,2021-12-15,2021-09-14,Fully Paid,2021-10-14,1230015,Debt consolidation,B4,36,Not Verified,50400.0,0.0169,280.69,0.1242,8400,22,10096
687503,FL,INDIVIDUAL,2 years,LTC Engineering,G,MORTGAGE,2021-03-11,2021-11-15,2021-10-12,Fully Paid,2021-11-12,877524,credit card,G1,60,Verified,116600.0,0.1794,743.55,0.2011,28000,55,36049
1017556,FL,INDIVIDUAL,2 years,Verio,B,RENT,2021-11-11,2021-04-16,2021-12-14,Fully Paid,2022-01-14,1246137,house,B4,36,Source Verified,180000.0,0.0415,501.23,0.1242,15000,24,18044
1003567,WI,INDIVIDUAL,10+ years,City of Milwaukee,B,MORTGAGE,2021-11-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,1229951,Debt consolidation,B3,60,Verified,65000.0,0.1833,464.07,0.1171,21000,32,26058
865051,TX,INDIVIDUAL,10+ years,NEC Corporation of America,D,MORTGAGE,2021-09-11,2021-05-15,2021-12-14,Charged Off,2022-01-14,1078296,Debt consolidation,D3,60,Verified,125000.0,0.1132,491.59,0.1649,20000,11,20470
246179,CT,INDIVIDUAL,6 years,Cornerstone Real Estate Advisers,A,MORTGAGE,2021-02-08,2021-02-11,2021-02-11,Fully Paid,2021-03-11,246166,credit card,A4,36,Not Verified,59000.0,0.0708,160.57,0.0832,5100,19,5780
176206,ME,INDIVIDUAL,4 years,MBI Inc.,B,RENT,2021-12-07,2021-05-11,2021-12-10,Fully Paid,2022-01-10,176187,other,B3,36,Not Verified,36600.0,0.0269,95.87,0.0933,3000,5,3451
461125,PA,INDIVIDUAL,< 1 year,Children's Hospital of Philadelphia,B,RENT,2021-11-09,2021-03-12,2021-03-12,Fully Paid,2021-04-12,576095,educational,B3,36,Not Verified,85757.0,0.0882,258.45,0.1183,7800,39,9181
360252,IL,INDIVIDUAL,< 1 year,US Attorney's Office,D,RENT,2021-12-08,2021-12-11,2021-01-12,Fully Paid,2021-02-12,367924,credit card,D2,36,Not Verified,71074.0,0.1518,206.3,0.1442,6000,31,7427
1010293,MA,INDIVIDUAL,6 years,rmc,B,OWN,2021-11-11,2021-09-13,2021-09-13,Fully Paid,2021-10-13,1237093,Debt consolidation,B1,36,Verified,110000.0,0.2497,902.3,0.0991,28000,28,31737
868392,AL,INDIVIDUAL,2 years,Cracker Barrel,B,RENT,2021-09-11,2021-03-13,2021-10-12,Charged Off,2021-11-12,1082166,Debt consolidation,B3,36,Not Verified,30000.0,0.062,229.14,0.1099,7000,6,3250
450937,NJ,INDIVIDUAL,3 years,Merrill Lynch,B,MORTGAGE,2021-10-09,2021-03-11,2021-09-10,Charged Off,2021-10-10,555166,other,B5,36,Verified,117000.0,0.1264,836.66,0.1253,25000,32,10234
524166,MD,INDIVIDUAL,4 years,usps,F,RENT,2021-06-10,2021-09-12,2021-04-12,Charged Off,2021-05-12,678227,Debt consolidation,F1,60,Verified,48000.0,0.1072,408.92,0.183,16000,18,9406
666395,CO,INDIVIDUAL,3 years,Memorial Health Systems,B,RENT,2021-02-11,2021-02-14,2021-01-14,Fully Paid,2021-02-14,851989,other,B2,36,Not Verified,35000.0,0.2565,387.21,0.1,12000,20,13936
502492,CA,INDIVIDUAL,< 1 year,PBSM  LLP,B,RENT,2021-04-10,2021-02-16,2021-02-13,Fully Paid,2021-03-13,646217,Debt consolidation,B2,36,Source Verified,42000.0,0.08,242.89,0.1025,7500,13,8738
794020,NY,INDIVIDUAL,8 years,smurch and associates,C,MORTGAGE,2021-07-11,2021-05-16,2021-10-11,Charged Off,2021-11-11,998593,small business,C2,60,Source Verified,150000.0,0.0215,380.73,0.1349,25000,31,17098
657142,UT,INDIVIDUAL,3 years,Pioneer Family Brands Inc.,B,RENT,2021-01-11,2021-10-13,2021-05-13,Fully Paid,2021-06-13,840439,small business,B4,36,Verified,55315.0,0.0054,489.24,0.1074,15000,18,17422
729584,NJ,INDIVIDUAL,10+ years,New york Life Ins Co,A,MORTGAGE,2021-04-11,2021-12-15,2021-05-12,Fully Paid,2021-06-12,925376,Debt consolidation,A1,36,Not Verified,31000.0,0.1603,150.8,0.0542,5000,50,5232
600468,CA,INDIVIDUAL,5 years,Global Silicon Electronics Inc,C,RENT,2021-10-10,2021-01-12,2021-09-11,Charged Off,2021-10-11,770680,small business,C2,60,Source Verified,33600.0,0.0804,218.78,0.1261,15000,20,2569
709137,NJ,INDIVIDUAL,< 1 year,HACKENSAK UNIVERSITY MEDICAL CENTER,E,RENT,2021-03-11,2021-03-15,2021-02-15,Fully Paid,2021-03-15,901719,home improvement,E2,60,Not Verified,36000.0,0.1733,148.38,0.1677,6000,11,8724
839631,CA,INDIVIDUAL,3 years,North Modesto Church of God,A,MORTGAGE,2021-08-11,2021-04-13,2021-09-11,Fully Paid,2021-10-11,1049803,small business,A3,36,Source Verified,70000.0,0.0919,246.99,0.0699,8000,15,8047
1035025,AL,INDIVIDUAL,3 years,Alabama Coalition Against Domestic Viole,C,MORTGAGE,2021-12-11,2021-05-16,2021-06-13,Charged Off,2021-07-13,1264635,Debt consolidation,C2,60,Source Verified,61938.0,0.0901,430.72,0.1427,18400,6,8307
1052618,MN,INDIVIDUAL,5 years,RGIS,B,RENT,2021-12-11,2021-05-16,2021-12-14,Fully Paid,2022-01-14,1284176,Debt consolidation,B2,36,Not Verified,38000.0,0.1683,260.59,0.1065,8000,18,9381
711637,CA,INDIVIDUAL,1 year,pinkerton government services,B,RENT,2021-04-11,2021-01-15,2021-08-11,Fully Paid,2021-09-11,904611,Debt consolidation,B2,36,Verified,45600.0,0.1347,645.35,0.1,20000,21,20643
874886,NY,INDIVIDUAL,10+ years,Rochester Institute of Technology,A,MORTGAGE,2021-09-11,2021-10-13,2021-09-13,Fully Paid,2021-10-13,1089369,credit card,A4,60,Source Verified,57600.0,0.1442,340.57,0.0749,17000,29,18986
607235,DC,INDIVIDUAL,1 year,Armedia LLC,E,RENT,2021-11-10,2021-01-16,2021-01-16,Fully Paid,2021-02-16,778999,medical,E1,60,Source Verified,120000.0,0.1303,189.48,0.1595,7800,13,11670
984791,NY,INDIVIDUAL,5 years,US Army,B,RENT,2021-10-11,2021-04-16,2021-09-12,Fully Paid,2021-10-12,1208218,Debt consolidation,B3,36,Verified,92000.0,0.2176,330.76,0.1171,10000,30,10945
556350,NY,INDIVIDUAL,3 years,First Protocol,A,RENT,2021-08-10,2021-03-13,2021-03-13,Fully Paid,2021-04-13,716409,Debt consolidation,A5,36,Verified,62500.0,0.2041,265.89,0.0788,8500,25,9546
405960,MA,INDIVIDUAL,9 years,Artisan Music Studios,B,RENT,2021-05-09,2021-06-12,2021-06-12,Fully Paid,2021-07-12,454225,small business,B3,36,Not Verified,85000.0,0.0041,237.7,0.1158,7200,13,8572
1033590,WA,INDIVIDUAL,2 years,Washington State Patrol,D,RENT,2021-12-11,2021-05-13,2021-05-13,Fully Paid,2021-06-13,1263161,Debt consolidation,D2,60,Not Verified,41000.0,0.2022,311.59,0.1677,12600,11,15317
617443,OR,INDIVIDUAL,10+ years,"Associated Mortgage Group, Inc.",A,RENT,2021-12-10,2021-05-13,2021-04-13,Fully Paid,2021-05-13,791601,Debt consolidation,A3,36,Source Verified,120000.0,0.0398,281.36,0.0617,15000,33,10078
560106,WI,INDIVIDUAL,10+ years,Cotter Funeral Home,A,MORTGAGE,2021-08-10,2021-04-15,2021-08-11,Fully Paid,2021-09-11,720949,Debt consolidation,A4,36,Not Verified,80004.0,0.0214,295.56,0.0751,9500,36,10071
1052012,GA,INDIVIDUAL,10+ years,Georgia ports authority,A,MORTGAGE,2021-12-11,2021-03-14,2021-03-14,Fully Paid,2021-04-14,1283544,Debt consolidation,A1,36,Not Verified,65000.0,0.0421,152.18,0.0603,5000,27,5444
1035141,MO,INDIVIDUAL,5 years,KQTV,B,MORTGAGE,2021-12-11,2021-05-16,2021-05-16,Current,2021-06-16,1264957,Debt consolidation,B4,60,Not Verified,42000.0,0.2383,376.16,0.1242,16750,26,19924
642820,NC,INDIVIDUAL,< 1 year,The Green Sage,A,RENT,2021-01-11,2021-02-13,2021-07-12,Fully Paid,2021-08-12,822721,Debt consolidation,A4,36,Not Verified,33000.0,0.1484,114.24,0.0654,3725,33,4010
880789,CA,INDIVIDUAL,5 years,Highdata Software,B,RENT,2021-09-11,2021-04-16,2021-10-14,Fully Paid,2021-11-14,1095871,Debt consolidation,B4,36,Not Verified,72000.0,0.0908,200.5,0.1242,6000,16,7220
888388,MN,INDIVIDUAL,4 years,General Mills,E,MORTGAGE,2021-09-11,2021-11-15,2021-06-14,Fully Paid,2021-07-14,1104740,Debt consolidation,E5,60,Verified,65000.0,0.2108,533.23,0.203,20000,28,28877
579387,NV,INDIVIDUAL,4 years,Las Vegas Valley Water District,C,MORTGAGE,2021-09-10,2021-05-16,2021-09-13,Fully Paid,2021-10-13,744914,Debt consolidation,C2,36,Verified,75600.0,0.129,849.72,0.1361,25000,16,30591
977986,IL,INDIVIDUAL,3 years,Information Controls,F,RENT,2021-10-11,2021-05-16,2021-01-15,Fully Paid,2021-02-15,1200798,Debt consolidation,F1,60,Verified,31000.0,0.1119,404.88,0.2089,15000,4,22869
522630,CA,INDIVIDUAL,< 1 year,Action Management,E,RENT,2021-06-10,2021-06-15,2021-06-15,Fully Paid,2021-07-15,676012,Debt consolidation,E4,60,Source Verified,24960.0,0.1457,163.51,0.1756,6500,15,9808
430666,CA,INDIVIDUAL,2 years,Improvement Direct,A,RENT,2021-08-09,2021-01-12,2021-10-09,Fully Paid,2021-11-09,510816,major purchase,A4,36,Not Verified,23800.0,0.0237,281.14,0.0932,8800,8,8936
180005,NC,INDIVIDUAL,2 years,Boca Bay,A,RENT,2021-12-07,2021-02-13,2021-01-10,Fully Paid,2021-02-10,177903,other,A3,36,Not Verified,24000.0,0.06,124.89,0.0775,4000,19,4444
703237,AZ,INDIVIDUAL,< 1 year,cds,D,RENT,2021-03-11,2021-05-16,2021-12-11,Fully Paid,2022-01-11,895175,Debt consolidation,D5,36,Source Verified,45000.0,0.2256,578.5,0.1602,16450,12,18069
1010974,IL,INDIVIDUAL,8 years,Wolters Kluwer,B,RENT,2021-11-11,2021-05-16,2021-01-14,Fully Paid,2021-02-14,1237812,Debt consolidation,B3,36,Not Verified,72500.0,0.1597,138.92,0.1171,4200,11,4930
353417,VA,INDIVIDUAL,< 1 year,Rite Aid,E,RENT,2021-08-08,2021-08-11,2021-08-11,Fully Paid,2021-09-11,357040,other,E2,36,Not Verified,62400.0,0.1296,138.18,0.1475,4000,35,4974
637762,NJ,INDIVIDUAL,3 years,Columbia Business School,A,RENT,2021-01-11,2021-08-11,2021-08-11,Fully Paid,2021-09-11,816961,Debt consolidation,A5,36,Verified,72000.0,0.0437,308.36,0.0691,10000,15,10374
571260,CA,INDIVIDUAL,10+ years,Cal State Long Beach,B,RENT,2021-08-10,2021-07-15,2021-09-13,Fully Paid,2021-10-13,734838,Debt consolidation,B4,36,Not Verified,58800.0,0.0922,98.92,0.1149,3000,29,3561
663397,OH,INDIVIDUAL,10+ years,,D,RENT,2021-02-11,2021-02-14,2021-02-14,Fully Paid,2021-03-14,848287,small business,D3,36,Source Verified,21000.0,0.0046,104.41,0.1528,3000,10,3759
547743,FL,INDIVIDUAL,< 1 year,Kunkel Miller &amp; Hament,B,MORTGAGE,2021-07-10,2021-05-16,2021-03-12,Fully Paid,2021-04-12,706280,Debt consolidation,B2,36,Source Verified,69996.0,0.019,195.73,0.1075,6000,20,6624
670830,TX,INDIVIDUAL,10+ years,Kronos Incorporated,A,MORTGAGE,2021-02-11,2021-03-13,2021-02-13,Fully Paid,2021-03-13,857634,credit card,A2,36,Verified,102500.0,0.1879,181.97,0.0579,6000,33,6484
769867,FL,INDIVIDUAL,10+ years,Home Shopping Network,A,MORTGAGE,2021-06-11,2021-03-16,2021-10-13,Fully Paid,2021-11-13,971390,Debt consolidation,A5,36,Not Verified,86000.0,0.1197,410.32,0.0849,13000,63,14671
825091,CA,INDIVIDUAL,9 years,David Hayman Jewellers,C,RENT,2021-07-11,2021-02-13,2021-02-13,Fully Paid,2021-03-13,1033851,credit card,C2,36,Not Verified,20000.0,0.1848,152.69,0.1349,4500,5,5225
591194,CA,INDIVIDUAL,< 1 year,DealerSocket Inc,B,RENT,2021-10-10,2021-08-14,2021-07-14,Fully Paid,2021-08-14,759343,Debt consolidation,B4,60,Not Verified,55000.0,0.209,131.93,0.1149,6000,29,7772
782786,DC,INDIVIDUAL,5 years,Esri,E,RENT,2021-06-11,2021-05-16,2021-05-16,Current,2021-06-16,985812,small business,E1,60,Not Verified,65000.0,0.0711,543.31,0.1799,35000,17,31490
701611,GA,INDIVIDUAL,10+ years,Bank of America,C,MORTGAGE,2021-03-11,2021-01-15,2021-03-14,Fully Paid,2021-04-14,893373,other,C2,36,Not Verified,35000.0,0.1858,50.59,0.1306,1500,20,1820
265007,CA,INDIVIDUAL,8 years,Cache Creek Casino and Resort,E,RENT,2021-03-08,2021-11-09,2021-03-09,Charged Off,2021-04-09,257537,Debt consolidation,E2,36,Not Verified,33600.0,0.0986,663.47,0.145,19275,13,8680
420220,IL,INDIVIDUAL,< 1 year,Slalom Consutling,D,RENT,2021-07-09,2021-05-16,2021-07-12,Fully Paid,2021-08-12,493371,medical,D2,36,Verified,120000.0,0.1465,240.68,0.1442,7000,30,8664
403162,NJ,INDIVIDUAL,5 years,Marist High School,A,RENT,2021-01-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,448364,educational,A4,36,Not Verified,38000.0,0.1743,217.77,0.0751,7000,20,7840
876593,OR,INDIVIDUAL,1 year,Deloitte Tax,A,RENT,2021-09-11,2021-05-16,2021-09-14,Fully Paid,2021-10-14,1091197,other,A3,36,Not Verified,51000.0,0.0706,216.11,0.0699,7000,13,7780
972414,OH,INDIVIDUAL,10+ years,The Mortgage Banc,D,RENT,2021-10-11,2021-05-16,2021-04-12,Charged Off,2021-05-12,1194369,Debt consolidation,D5,60,Verified,50000.0,0.1764,421.24,0.1825,16500,16,2523
1029332,CA,INDIVIDUAL,6 years,Versus Trading Company,B,RENT,2021-11-11,2021-05-16,2021-12-14,Fully Paid,2022-01-14,1258694,credit card,B3,36,Source Verified,38000.0,0.1948,330.76,0.1171,10000,19,11907
565437,IL,INDIVIDUAL,4 years,resurrection healthcare,B,MORTGAGE,2021-08-10,2021-08-13,2021-09-13,Fully Paid,2021-10-13,727473,Debt consolidation,B2,36,Verified,70000.0,0.0369,448.54,0.1075,13750,18,16148
417064,MD,INDIVIDUAL,7 years,Dr. Dennis Norkiewicz DDS,A,RENT,2021-06-09,2021-11-10,2021-11-10,Fully Paid,2021-12-10,486117,medical,A4,36,Not Verified,42000.0,0.1931,159.74,0.0932,5000,29,5504
469679,CA,INDIVIDUAL,3 years,"Meta Interfaces, LLC",C,RENT,2021-12-09,2021-04-16,2021-01-13,Fully Paid,2021-02-13,592572,Debt consolidation,C4,36,Not Verified,165000.0,0.0665,512.06,0.1392,15000,13,18435
624230,TX,INDIVIDUAL,6 years,"Mucasey & Associates, Architects, inc.",C,RENT,2021-12-10,2021-04-12,2021-04-12,Fully Paid,2021-05-12,799990,credit card,C4,36,Not Verified,65000.0,0.1497,287.84,0.1335,8500,12,9682
883463,CA,INDIVIDUAL,6 years,Breitburn Energy,B,RENT,2021-09-11,2021-10-15,2021-10-13,Fully Paid,2021-11-13,1098730,major purchase,B4,36,Not Verified,130000.0,0.0706,146.2,0.1242,4375,16,5151
719399,MO,INDIVIDUAL,10+ years,IRS,A,MORTGAGE,2021-04-11,2021-10-15,2021-10-11,Fully Paid,2021-11-11,913732,car,A2,36,Not Verified,68800.0,0.1387,145.57,0.0579,4800,46,4930
762881,NY,INDIVIDUAL,4 years,Clark Capital,C,RENT,2021-05-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,963446,wedding,C3,36,Not Verified,42000.0,0.2037,222.13,0.1399,6500,17,7996
368965,WI,INDIVIDUAL,< 1 year,Fiserv,A,OTHER,2021-12-08,2021-08-14,2021-07-09,Fully Paid,2021-08-09,383963,other,A3,36,Not Verified,40000.0,0.0726,37.61,0.08,1200,15,1245
766151,CA,INDIVIDUAL,10+ years,DENT FIX EQUIPMENT,E,MORTGAGE,2021-06-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,967132,Debt consolidation,E1,36,Source Verified,85000.0,0.0635,130.14,0.1799,3600,16,4680
817698,MI,INDIVIDUAL,10+ years,Delta Air Lines,B,RENT,2021-07-11,2021-08-14,2021-08-14,Fully Paid,2021-09-14,1025561,Debt consolidation,B3,36,Source Verified,110000.0,0.0561,818.35,0.1099,25000,39,29461
614533,TX,INDIVIDUAL,10+ years,texas tech university health science cen,D,MORTGAGE,2021-11-10,2021-10-13,2021-06-13,Charged Off,2021-07-13,788008,major purchase,D1,36,Not Verified,45600.0,0.165,61.6,0.1409,1800,18,1897
583503,PA,INDIVIDUAL,10+ years,URS,B,MORTGAGE,2021-10-10,2021-05-16,2021-06-12,Fully Paid,2021-07-12,749794,medical,B2,60,Not Verified,116480.0,0.1245,108.09,0.1075,5000,26,5778
585419,CO,INDIVIDUAL,6 years,6th Judicial District Attorney's Office,C,MORTGAGE,2021-09-10,2021-01-11,2021-01-11,Fully Paid,2021-02-11,752173,Debt consolidation,C1,36,Source Verified,29568.0,0.0398,202.83,0.1323,6000,9,6194
